,Area,temperature,date,name,population,co2,electric_prod,agriculture,forest
518,Croatia,0.433,1995.0,HRV,4620030.0,15460.0,2314.70358417586,23320.0,18675.0
519,Cyprus,0.045,1995.0,CYP,855391.0,5850.0,2784.69144519875,1431.0,1663.6
521,Dominican Republic,0.891,1995.0,DOM,7819239.0,11840.0,501.711227908496,25760.0,17836.8
523,Estonia,1.763,1995.0,EST,1436634.0,16260.0,4244.64407775397,9910.0,22223.95
524,Ethiopia,0.823,1995.0,ETH,57047906.0,2570.0,24.0850207543113,305000.0,188935.0
526,France,1.294,1995.0,FRA,59541904.0,352240.0,6621.94141457082,301502.0,148620.0
528,Gabon,0.601,1995.0,GAB,1084951.0,5210.0,771.463411711681,51600.0,237308.1
529,Georgia,0.808,1995.0,GEO,4657722.0,8180.0,1492.36042855284,30480.0,27564.5
530,Ghana,0.709,1995.0,GHA,17014058.0,3710.0,349.53448495356,131000.0,93864.35
531,Greece,0.022,1995.0,GRC,10562153.0,82830.0,3708.99758789709,91640.0,34493.903
533,Guatemala,0.766,1995.0,GTM,10286786.0,6350.0,299.121610967702,45120.0,44952.0
535,Haiti,1.082,1995.0,HTI,7744509.0,900.0,30.2149561708818,15900.0,3817.85
536,Honduras,0.987,1995.0,HND,5709010.0,3870.0,353.826670473515,34800.0,68830.25
537,Iceland,-0.449,1995.0,ISL,267468.0,2000.0,17396.4735968415,18990.0,234.5
538,Indonesia,0.318,1995.0,IDN,196934257.0,223680.0,263.620970728318,429780.0,1099125.0
539,Iraq,0.279,1995.0,IRQ,20149342.0,100070.0,1419.7485952643,91000.0,8110.0
541,Italy,0.403,1995.0,ITA,56844303.0,416420.0,4597.89259796184,153330.0,79795.0
542,Japan,0.345,1995.0,JPN,125472000.0,1171010.0,7693.69261667942,54430.0,249130.0
543,Kazakhstan,2.044,1995.0,KAZ,15816243.0,175240.0,4040.97230928989,2171865.0,31595.853
545,Latvia,1.621,1995.0,LVA,2485056.0,9000.0,1997.1380926627,18320.0,32070.0
547,Libya,0.383,1995.0,LBY,4948796.0,43480.0,1770.53166063018,155150.0,2170.0
548,Lithuania,1.51,1995.0,LTU,3629102.0,13740.0,2538.64454622659,34100.0,19825.0
550,Malaysia,0.492,1995.0,MYS,20487604.0,86310.0,2004.57798774322,69660.0,201549.25
556,Morocco,1.284,1995.0,MAR,26994255.0,28790.0,431.128771659007,307490.0,54959.15
557,Myanmar,0.582,1995.0,MMR,43901598.0,6940.0,57.1733174724073,104500.0,370432.95
559,Netherlands,1.544,1995.0,NLD,15459006.0,164110.0,5719.06110910365,19640.0,3524.15
561,Nicaragua,0.81,1995.0,NIC,4652185.0,2650.0,291.046035357579,45530.0,58993.2
562,Nigeria,0.452,1995.0,NGA,107948339.0,86170.0,91.4882071506445,653674.35,257095.65
563,Norway,0.949,1995.0,NOR,4359184.0,34390.0,24528.4438555473,11270.0,121225.0
565,Panama,0.236,1995.0,PAN,2739667.0,4360.0,1062.90290024299,21320.0,45247.7
566,Paraguay,0.572,1995.0,PRY,4776838.0,3780.0,783.363388082242,164580.0,242687.55
567,Philippines,0.444,1995.0,PHL,69784087.0,61750.0,398.815850381477,110150.0,75440.35
568,Poland,1.112,1995.0,POL,38594998.0,340000.0,3060.88887477077,186220.0,89705.0
570,Russian Federation,2.106,1995.0,RUS,148375787.0,1635490.0,5101.55339563591,2164000.0,8091092.0
572,Saudi Arabia,0.198,1995.0,SAU,18638790.0,204830.0,4929.98740798088,1447850.0,9770.0
576,Slovenia,0.819,1995.0,SVN,1989872.0,14470.0,5312.90454863428,5380.0,12105.0
578,Spain,1.418,1995.0,ESP,39724050.0,240570.0,3917.32464338354,297190.0,154992.95
581,Sweden,1.265,1995.0,SWE,8826939.0,58230.0,15475.0134786249,32670.0,281130.0
582,Syrian Arab Republic,0.203,1995.0,SYR,14345491.0,38980.0,832.386984872111,137890.0,4020.8
583,Thailand,0.657,1995.0,THA,59467272.0,155780.0,1247.71151432674,212100.0,191795.0
584,Togo,0.518,1995.0,TGO,4226293.0,980.0,100.797554736503,33000.0,13150.62
586,Tunisia,0.817,1995.0,TUN,9125400.0,16780.0,760.624191816249,93480.0,6559.135
587,Turkmenistan,1.444,1995.0,TKM,4207841.0,33990.0,1562.32138999549,355000.0,41270.0
589,Ukraine,0.943,1995.0,UKR,51512800.0,399250.0,3348.89580842043,418530.0,93920.0
590,United Kingdom,1.105,1995.0,GBR,58019030.0,526810.0,5575.8084890423,173790.0,28660.0
591,Uruguay,0.28,1995.0,URY,3224275.0,4690.0,1578.33931659055,149380.0,10835.0
592,Uzbekistan,1.382,1995.0,UZB,22785000.0,98150.0,1844.19574281325,276430.0,27554.156
593,Zimbabwe,0.933,1995.0,ZWE,11410721.0,15480.0,822.997950786808,138600.0,185963.3
595,Algeria,0.906,1996.0,DZA,29266415.0,76120.0,570.517434403906,396360.0,16142.0
598,Armenia,0.558,1996.0,ARM,3168213.0,2580.0,1219.93060441328,13060.0,3334.76
599,Australia,0.522,1996.0,AUS,18311000.0,300810.0,9108.29556004587,4652300.0,1326413.4
600,Azerbaijan,0.33,1996.0,AZE,7763000.0,27190.0,1852.89192322556,45262.0,9702.28
601,Bahrain,0.639,1996.0,BHR,578661.0,14150.0,20597.5519345524,90.0,3.1
606,Bosnia and Herzegovina,-0.017,1996.0,BIH,3764419.0,4190.0,1126.33583031007,21700.0,21509.9
607,Brazil,0.532,1996.0,BRA,164614682.0,262410.0,1687.08523824139,2279087.0,5662123.6
608,Brunei Darussalam,0.308,1996.0,BRN,304620.0,4830.0,6828.17937101963,100.0,4034.0
611,Cameroon,0.437,1996.0,CMR,13970812.0,4760.0,165.63103132445,91600.0,219584.94
614,Chile,0.172,1996.0,CHL,14587367.0,44900.0,1926.52998995638,152320.0,155886.56
615,Colombia,0.154,1996.0,COL,37076387.0,58650.0,911.092011203789,449200.0,636245.56
616,Costa Rica,-0.16,1996.0,CRI,3632361.0,4530.0,1249.87576950639,19950.0,28772.92
617,Croatia,-0.027,1996.0,HRV,4557097.0,15260.0,2405.03987516614,19350.0,18710.0
618,Cyprus,0.25,1996.0,CYP,873426.0,6210.0,2816.49504365567,1432.0,1674.1
620,Dominican Republic,0.767,1996.0,DOM,7952766.0,12730.0,639.525920918584,25750.0,18214.38
622,Estonia,-0.339,1996.0,EST,1415594.0,17200.0,4556.39116865429,10050.0,22256.94
623,Ethiopia,0.812,1996.0,ETH,58883531.0,2870.0,24.5060032150586,305000.0,188205.0
625,France,0.157,1996.0,FRA,59753095.0,367900.0,6905.16533076655,300963.0,149472.0
627,Gabon,0.118,1996.0,GAB,1112944.0,5810.0,849.099325752239,20423.52,237246.48
628,Georgia,0.254,1996.0,GEO,4491699.0,6360.0,1150.78948967863,30350.0,27572.8
629,Ghana,0.677,1996.0,GHA,17462504.0,4090.0,361.803782550315,133000.0,92788.7
630,Greece,-0.094,1996.0,GRC,10608800.0,82750.0,3832.66721966669,91720.0,34795.582
632,Guatemala,0.265,1996.0,GTM,10536942.0,6190.0,261.935578652706,45120.0,44380.0
634,Haiti,0.7,1996.0,HTI,7887312.0,1060.0,33.8518369756388,15900.0,3815.58
635,Honduras,0.211,1996.0,HND,5874814.0,3900.0,401.374409470666,34800.0,68620.74
636,Iceland,0.473,1996.0,ISL,268916.0,2270.0,17358.5803745408,18970.0,247.26
637,Indonesia,0.356,1996.0,IDN,199901231.0,236720.0,297.2017716089,429680.0,1081860.0
638,Iraq,0.723,1996.0,IRQ,20783073.0,98880.0,1376.45669627393,91000.0,8124.0
640,Italy,0.221,1996.0,ITA,56860281.0,412150.0,4658.70015661723,153490.0,80574.5
641,Japan,-0.133,1996.0,JPN,125757000.0,1184670.0,7835.41274044387,53990.0,249056.0
642,Kazakhstan,-0.397,1996.0,KAZ,15578227.0,153390.0,3636.54991033318,2154736.0,31590.534
644,Latvia,-0.417,1996.0,LVA,2457222.0,9010.0,1992.90092633063,18740.0,32138.0
646,Libya,0.576,1996.0,LBY,5036173.0,45430.0,1787.66694472172,156660.0,2170.0
647,Lithuania,-0.524,1996.0,LTU,3601613.0,14230.0,2735.44103711309,34110.0,19900.0
649,Malaysia,0.404,1996.0,MYS,21017619.0,98640.0,2187.8786555223,69611.0,200622.1
655,Morocco,1.046,1996.0,MAR,27383472.0,28480.0,433.801820309711,309660.0,54980.4
656,Myanmar,0.301,1996.0,MMR,44452203.0,7310.0,57.6349388128188,105040.0,366082.58
658,Netherlands,-0.776,1996.0,NLD,15530498.0,173620.0,5905.99219677309,19810.0,3538.32
660,Nicaragua,0.062,1996.0,NIC,4741571.0,2820.0,311.078332476726,46540.0,57993.2
661,Nigeria,0.805,1996.0,NGA,110668784.0,100230.0,85.9049829263508,655307.4,255462.6
662,Norway,-0.052,1996.0,NOR,4381336.0,34600.0,23998.8441881654,11320.0,121206.0
664,Panama,0.078,1996.0,PAN,2796291.0,4410.0,1084.65106099472,21320.0,45082.44
665,Paraguay,0.149,1996.0,PRY,4887638.0,3720.0,794.044076095652,190210.0,240133.34
666,Philippines,0.339,1996.0,PHL,71401743.0,67220.0,428.546961381601,111050.0,74970.8
667,Poland,-0.785,1996.0,POL,38624370.0,355320.0,3159.0418173811,184740.0,89882.0
669,Russian Federation,0.811,1996.0,RUS,148160129.0,1601180.0,5016.44406640602,2161110.0,8091410.6
671,Saudi Arabia,0.585,1996.0,SAU,19033843.0,217650.0,4967.52022174397,1517850.0,9770.0
675,Slovenia,-0.098,1996.0,SVN,1988628.0,15290.0,5365.50828008054,5250.0,12150.0
677,Spain,0.693,1996.0,ESP,39889852.0,230110.0,4008.93941647114,301390.0,158182.22
680,Sweden,-0.157,1996.0,SWE,8840998.0,63650.0,15434.2303889222,32970.0,281230.0
681,Syrian Arab Republic,0.508,1996.0,SYR,14754148.0,42020.0,893.17255052613,137900.0,4080.8
682,Thailand,0.217,1996.0,THA,60130190.0,174710.0,1380.05550955352,208630.0,191432.0
683,Togo,0.633,1996.0,TGO,4348808.0,1360.0,104.166475043276,34000.0,13057.424
685,Tunisia,0.787,1996.0,TUN,9267335.0,17320.0,770.879654183214,93240.0,6583.008
686,Turkmenistan,0.014,1996.0,TKM,4287337.0,30610.0,1438.88852217589,355000.0,41270.0
688,Ukraine,-0.419,1996.0,UKR,51057800.0,346110.0,3060.3355412885,418400.0,94156.0
689,United Kingdom,-0.156,1996.0,GBR,58166950.0,545480.0,5815.82840427425,174940.0,28836.0
690,Uruguay,0.45,1996.0,URY,3247383.0,5450.0,1636.08665808745,149410.0,11406.0
691,Uzbekistan,-0.454,1996.0,UZB,23225000.0,99600.0,1827.77179763186,276400.0,27966.247
692,Zimbabwe,-0.146,1996.0,ZWE,11541215.0,14860.0,867.326360352874,142350.0,185502.6
694,Algeria,1.122,1997.0,DZA,29742980.0,74430.0,575.698870792368,396900.0,16054.0
697,Armenia,0.738,1997.0,ARM,3133081.0,3340.0,1509.05769751883,13320.0,3332.67
698,Australia,0.317,1997.0,AUS,18517000.0,307850.0,9291.08386887725,4622330.0,1324345.3
699,Azerbaijan,0.679,1997.0,AZE,7838250.0,26490.0,1813.67014320799,45887.0,9744.76
700,Bahrain,0.314,1997.0,BHR,594927.0,14420.0,21105.1103748863,90.0,3.25
705,Bosnia and Herzegovina,0.133,1997.0,BIH,3736070.0,8490.0,1384.61003139663,21650.0,21411.55
706,Brazil,0.737,1997.0,BRA,167209046.0,281330.0,1762.41062938664,2280124.0,5624314.2
707,Brunei Darussalam,0.623,1997.0,BRN,311962.0,5230.0,7622.72328039954,100.0,4018.0
710,Cameroon,0.599,1997.0,CMR,14344444.0,4860.0,175.39892100384,91600.0,218682.43
713,Chile,0.673,1997.0,CHL,14786227.0,51290.0,2069.3581939463,152220.0,156457.57
714,Colombia,0.557,1997.0,COL,37723803.0,64190.0,917.749464442914,450820.0,634022.92
715,Costa Rica,0.65,1997.0,CRI,3718952.0,4490.0,1359.7916832484,19530.0,28722.74
716,Croatia,0.309,1997.0,HRV,4534920.0,17070.0,2609.96886383883,19410.0,18745.0
717,Cyprus,-0.005,1997.0,CYP,891190.0,6300.0,2866.9531749683,1422.0,1684.6
719,Dominican Republic,1.129,1997.0,DOM,8084407.0,14500.0,643.213534400235,25000.0,18591.96
721,Estonia,0.948,1997.0,EST,1399535.0,16770.0,4811.59813795296,10230.0,22289.93
722,Ethiopia,0.751,1997.0,ETH,60697443.0,3060.0,23.9384054448554,304920.0,187475.0
724,France,1.211,1997.0,FRA,59964841.0,359070.0,6833.13743798637,300396.0,150324.0
726,Gabon,0.361,1997.0,GAB,1141332.0,5560.0,856.893524408323,20485.14,237184.86
727,Georgia,0.366,1997.0,GEO,4349913.0,5520.0,1331.52088329123,30370.0,27581.1
728,Ghana,0.489,1997.0,GHA,17908977.0,4300.0,386.789262167236,136280.0,91713.05
729,Greece,-0.129,1997.0,GRC,10661259.0,83760.0,3989.11610720648,89850.0,35097.26
731,Guatemala,0.881,1997.0,GTM,10788362.0,6550.0,242.761598099878,45220.0,43808.0
733,Haiti,1.152,1997.0,HTI,8030721.0,1270.0,42.0883753775035,16900.0,3813.31
734,Honduras,0.968,1997.0,HND,6045704.0,4040.0,414.012991704523,33950.0,68411.23
735,Iceland,0.319,1997.0,ISL,271128.0,2150.0,18957.8354135316,18950.0,260.02
736,Indonesia,0.402,1997.0,IDN,202826444.0,261160.0,331.298023447081,435270.0,1064595.0
737,Iraq,0.214,1997.0,IRQ,21439579.0,118910.0,1360.10133407937,86600.0,8138.0
739,Italy,0.916,1997.0,ITA,56890372.0,415520.0,4791.28524594636,153450.0,81354.0
740,Japan,0.446,1997.0,JPN,126057000.0,1172630.0,7991.00406958757,53540.0,248982.0
741,Kazakhstan,1.895,1997.0,KAZ,15334405.0,132240.0,3173.64775483627,2156918.0,31585.215
743,Latvia,0.76,1997.0,LVA,2432851.0,8530.0,2056.43502212014,17720.0,32206.0
745,Libya,0.509,1997.0,LBY,5118008.0,42200.0,1802.84985877318,156660.0,2170.0
746,Lithuania,0.514,1997.0,LTU,3575137.0,13920.0,2727.72763673112,34170.0,19975.0
748,Malaysia,0.635,1997.0,MYS,21562790.0,106020.0,2471.89718955664,69587.0,199694.95
754,Morocco,1.374,1997.0,MAR,27754573.0,29900.0,451.168893861203,308950.0,55001.65
755,Myanmar,0.175,1997.0,MMR,45027223.0,7250.0,64.4721083509858,105190.0,361732.21
757,Netherlands,0.614,1997.0,NLD,15610650.0,166310.0,6066.24323778959,19660.0,3552.49
759,Nicaragua,0.802,1997.0,NIC,4827658.0,3020.0,349.859082809926,48080.0,56993.2
760,Nigeria,0.731,1997.0,NGA,113457661.0,98650.0,82.0041583617699,656940.45,253829.55
761,Norway,0.772,1997.0,NOR,4405157.0,36540.0,24326.0342366912,10380.0,121187.0
763,Panama,0.522,1997.0,PAN,2853907.0,4640.0,1173.47902366826,21400.0,44917.18
764,Paraguay,0.918,1997.0,PRY,4998096.0,4110.0,830.916412970059,191710.0,237579.13
765,Philippines,0.444,1997.0,PHL,73030879.0,74790.0,462.270213124506,113350.0,74501.25
766,Poland,0.012,1997.0,POL,38649660.0,344630.0,3206.23777802961,184570.0,90059.0
768,Russian Federation,1.281,1997.0,RUS,147915361.0,1489510.0,4935.61990495362,2179890.0,8091729.2
770,Saudi Arabia,0.018,1997.0,SAU,19407138.0,220070.0,5128.0616441229,1587850.0,9770.0
774,Slovenia,0.484,1997.0,SVN,1985956.0,15730.0,5434.66219795403,4950.0,12195.0
776,Spain,1.505,1997.0,ESP,40057389.0,248600.0,4324.42064558926,300590.0,161371.49
779,Sweden,0.989,1997.0,SWE,8846062.0,57380.0,15410.6991336936,32590.0,281330.0
780,Syrian Arab Republic,-0.074,1997.0,SYR,15175308.0,42070.0,914.18243372721,138040.0,4140.8
781,Thailand,0.376,1997.0,THA,60846588.0,177940.0,1410.12015332725,204420.0,191069.0
782,Togo,0.587,1997.0,TGO,4485945.0,760.0,105.663355212781,34500.0,12964.228
784,Tunisia,1.421,1997.0,TUN,9395119.0,17880.0,810.314377071754,93470.0,6606.881
785,Turkmenistan,1.43,1997.0,TKM,4355125.0,30500.0,1171.49335552941,355000.0,41270.0
787,Ukraine,-0.339,1997.0,UKR,50594600.0,328240.0,2958.55684203453,418540.0,94392.0
788,United Kingdom,0.867,1997.0,GBR,58316954.0,524190.0,5831.95754702826,175850.0,29012.0
789,Uruguay,1.082,1997.0,URY,3270158.0,5560.0,1732.0264036172,149450.0,11977.0
790,Uzbekistan,1.539,1997.0,UZB,23667000.0,100730.0,1815.81949550006,276370.0,28378.338
791,Zimbabwe,0.111,1997.0,ZWE,11653254.0,13830.0,901.379134102801,144190.0,185041.9
793,Algeria,1.189,1998.0,DZA,30192750.0,74650.0,618.492850104744,398260.0,15966.0
796,Armenia,1.432,1998.0,ARM,3108691.0,3470.0,1308.58937089598,13280.0,3330.58
797,Australia,1.022,1998.0,AUS,18711000.0,328620.0,9783.44289455401,4638810.0,1322277.2
798,Azerbaijan,1.266,1998.0,AZE,7913000.0,26490.0,1936.93921395172,46821.0,9787.24
799,Bahrain,1.367,1998.0,BHR,613697.0,15490.0,21251.5296636614,90.0,3.4
804,Bosnia and Herzegovina,1.083,1998.0,BIH,3734338.0,10760.0,1774.61172502328,21600.0,21313.2
805,Brazil,1.302,1998.0,BRA,169785253.0,290590.0,1808.34315451413,2281161.0,5586504.8
806,Brunei Darussalam,1.307,1998.0,BRN,319135.0,4520.0,7755.33864978771,100.0,4002.0
809,Cameroon,1.214,1998.0,CMR,14723772.0,5040.0,172.442224723393,91600.0,217779.92
812,Chile,0.631,1998.0,CHL,14977736.0,52010.0,2176.96452921857,152190.0,157028.58
813,Colombia,0.933,1998.0,COL,38364307.0,64440.0,894.268727439805,455430.0,631800.28
814,Costa Rica,0.945,1998.0,CRI,3803893.0,5020.0,1313.39130727389,19150.0,28672.56
815,Croatia,1.153,1998.0,HRV,4532135.0,18530.0,2631.43088191327,20480.0,18780.0
816,Cyprus,0.935,1998.0,CYP,908710.0,6610.0,3097.79797735251,1442.0,1695.1
818,Dominican Republic,1.407,1998.0,DOM,8214427.0,16620.0,1101.23323270144,25100.0,18969.54
820,Estonia,0.553,1998.0,EST,1386156.0,16240.0,4733.95490839415,10430.0,22322.92
821,Ethiopia,0.81,1998.0,ETH,62507724.0,3230.0,23.8050580757028,305080.0,186745.0
823,France,0.924,1998.0,FRA,60186284.0,381110.0,7015.5020702059,299800.0,151176.0
825,Gabon,1.018,1998.0,GAB,1170061.0,6390.0,918.755517874709,20546.76,237123.24
826,Georgia,1.344,1998.0,GEO,4243607.0,4990.0,1517.81255898579,30450.0,27589.4
827,Ghana,1.153,1998.0,GHA,18357159.0,6100.0,270.357738907202,136902.6,90637.4
828,Greece,0.693,1998.0,GRC,10720509.0,87130.0,4175.73456633449,87820.0,35398.939
830,Guatemala,1.066,1998.0,GTM,11046215.0,8290.0,317.122199776122,44300.0,43236.0
832,Haiti,1.256,1998.0,HTI,8174680.0,1310.0,36.943342124707,16900.0,3811.04
833,Honduras,1.226,1998.0,HND,6220405.0,4680.0,443.21872932711,33950.0,68201.72
834,Iceland,0.129,1998.0,ISL,274047.0,2150.0,21321.1602389371,18910.0,272.78
835,Indonesia,0.988,1998.0,IDN,205724597.0,262700.0,331.112569879041,438770.0,1047330.0
836,Iraq,1.19,1998.0,IRQ,22114330.0,91780.0,1318.60201055153,89000.0,8152.0
838,Italy,0.934,1998.0,ITA,56906744.0,426370.0,4955.721943958,154840.0,82133.5
839,Japan,1.193,1998.0,JPN,126400000.0,1130310.0,8003.95569620253,53100.0,248908.0
840,Kazakhstan,0.5,1998.0,KAZ,15071640.0,135840.0,2948.7169279521,2153298.0,31579.896
842,Latvia,0.652,1998.0,LVA,2410019.0,8130.0,2129.85872725485,17490.0,32274.0
844,Libya,0.82,1998.0,LBY,5196774.0,41900.0,2097.07022087164,154500.0,2170.0
845,Lithuania,0.735,1998.0,LTU,3549331.0,14710.0,2825.8846526289,34250.0,20050.0
847,Malaysia,1.223,1998.0,MYS,22114647.0,105690.0,2525.33987994473,69447.0,198767.8
853,Morocco,1.635,1998.0,MAR,28110447.0,30630.0,479.857186191312,309760.0,55022.9
854,Myanmar,1.135,1998.0,MMR,45611220.0,7910.0,64.8743883632141,105130.0,357381.84
856,Netherlands,1.07,1998.0,NLD,15707209.0,166730.0,6257.89088309705,19730.0,3566.66
858,Nicaragua,1.135,1998.0,NIC,4910642.0,3520.0,341.503208745415,49130.0,55993.2
859,Nigeria,1.09,1998.0,NGA,116319763.0,88700.0,76.9688638378673,658573.5,252196.5
860,Norway,0.393,1998.0,NOR,4431464.0,37890.0,25424.1036370825,10470.0,121168.0
862,Panama,0.884,1998.0,PAN,2912318.0,5720.0,1180.84632241397,21490.0,44751.92
863,Paraguay,0.197,1998.0,PRY,5107840.0,4270.0,837.927577997745,196020.0,235024.92
864,Philippines,1.235,1998.0,PHL,74672009.0,74220.0,478.479158100594,112850.0,74031.7
865,Poland,0.947,1998.0,POL,38663481.0,318410.0,3206.59177066855,184430.0,90236.0
867,Russian Federation,-0.03,1998.0,RUS,147670784.0,1487970.0,4848.02735251951,2172870.0,8092047.8
869,Saudi Arabia,1.042,1998.0,SAU,19783301.0,233900.0,5471.48324741154,1667850.0,9770.0
873,Slovenia,1.381,1998.0,SVN,1981629.0,15500.0,5574.7064662457,4900.0,12240.0
875,Spain,1.163,1998.0,ESP,40223509.0,256220.0,4479.04731533989,299580.0,164560.76
878,Sweden,0.567,1998.0,SWE,8850974.0,58360.0,15522.1334962683,32310.0,281430.0
879,Syrian Arab Republic,1.188,1998.0,SYR,15599588.0,44630.0,958.294539573737,137540.0,4200.8
880,Thailand,1.406,1998.0,THA,61585103.0,156790.0,1359.07867199638,200520.0,190706.0
881,Togo,1.137,1998.0,TGO,4632451.0,1200.0,106.423144033256,35300.0,12871.032
883,Tunisia,1.169,1998.0,TUN,9509862.0,18660.0,852.062837504898,94200.0,6630.754
884,Turkmenistan,1.025,1998.0,TKM,4413477.0,31840.0,1554.1034880209,355000.0,41270.0
886,Ukraine,0.733,1998.0,UKR,50144500.0,309290.0,2839.45397800357,416110.0,94628.0
887,United Kingdom,0.847,1998.0,GBR,58487141.0,526000.0,5908.87149023065,175180.0,29188.0
888,Uruguay,0.082,1998.0,URY,3291053.0,5780.0,1807.32428192436,149500.0,12548.0
889,Uzbekistan,0.501,1998.0,UZB,24051000.0,116260.0,1779.88441229055,273340.0,28790.428
890,Zimbabwe,0.932,1998.0,ZWE,11747079.0,14070.0,876.30295156779,145200.0,184581.2
892,Algeria,1.579,1999.0,DZA,30623406.0,77510.0,652.801324581596,397310.0,15878.0
895,Armenia,1.571,1999.0,ARM,3089020.0,3110.0,1307.53442839477,13230.0,3328.49
896,Australia,0.542,1999.0,AUS,18926000.0,333710.0,10036.4577829441,4536930.0,1320209.1
897,Azerbaijan,1.292,1999.0,AZE,7982750.0,26120.0,2022.48598540603,46924.0,9829.72
898,Bahrain,2.031,1999.0,BHR,636540.0,15450.0,20638.1374304836,100.0,3.55
903,Bosnia and Herzegovina,0.631,1999.0,BIH,3743353.0,10520.0,1834.45162665664,21050.0,21214.85
904,Brazil,0.575,1999.0,BRA,172318674.0,300960.0,1832.37830625368,2282198.0,5548695.4
905,Brunei Darussalam,0.531,1999.0,BRN,326214.0,4430.0,7375.5264948776,100.0,3986.0
908,Cameroon,0.738,1999.0,CMR,15112598.0,4790.0,177.401661845303,91600.0,216877.41
911,Chile,0.194,1999.0,CHL,15162801.0,54430.0,2392.96156429145,150600.0,157599.59
912,Colombia,0.023,1999.0,COL,38999468.0,55400.0,827.729239793733,456680.0,629577.64
913,Costa Rica,-0.385,1999.0,CRI,3885428.0,5030.0,1435.3631054288,18880.0,28622.38
914,Croatia,0.698,1999.0,HRV,4512597.0,18520.0,2778.88763388355,20320.0,18815.0
915,Cyprus,1.074,1999.0,CYP,926049.0,6870.0,3178.01757790354,1442.0,1705.6
917,Dominican Republic,0.941,1999.0,DOM,8343288.0,17790.0,1280.79001947434,24670.0,19347.12
919,Estonia,1.535,1999.0,EST,1390244.0,15290.0,4460.36810804434,10010.0,22355.91
920,Ethiopia,0.385,1999.0,ETH,64343008.0,3180.0,23.0017222694966,306760.0,186015.0
922,France,1.19,1999.0,FRA,60496708.0,374900.0,7149.2981072623,299291.0,152028.0
924,Gabon,0.489,1999.0,GAB,1199058.0,6030.0,903.209019079978,20608.38,237061.62
925,Georgia,1.263,1999.0,GEO,4157192.0,4520.0,1563.79594687953,29990.0,27597.7
926,Ghana,0.598,1999.0,GHA,18812369.0,6580.0,354.60712045357,137978.25,89561.75
927,Greece,0.868,1999.0,GRC,10761698.0,87400.0,4316.32628977323,86700.0,35700.617
929,Guatemala,0.745,1999.0,GTM,11311078.0,8200.0,365.570814735784,44400.0,42664.0
931,Haiti,1.151,1999.0,HTI,8319070.0,1380.0,39.1870725934509,16900.0,3808.77
932,Honduras,0.569,1999.0,HND,6397140.0,4750.0,444.729988713706,33370.0,67992.21
933,Iceland,0.386,1999.0,ISL,277381.0,2120.0,24522.2275498322,18890.0,285.54
934,Indonesia,0.244,1999.0,IDN,208615171.0,279480.0,357.021014545486,458770.0,1030065.0
935,Iraq,1.801,1999.0,IRQ,22802061.0,72710.0,1278.83176875985,87500.0,8166.0
937,Italy,0.89,1999.0,ITA,56916317.0,433010.0,5079.49240636916,157990.0,82913.0
938,Japan,0.943,1999.0,JPN,126631000.0,1165320.0,8147.38887002393,52710.0,248834.0
939,Kazakhstan,1.378,1999.0,KAZ,14928374.0,122650.0,2838.35332635691,2150753.0,31574.577
941,Latvia,1.552,1999.0,LVA,2390482.0,7550.0,2072.80372744911,16170.0,32342.0
943,Libya,1.33,1999.0,LBY,5275921.0,43220.0,2176.68156896208,154500.0,2170.0
944,Lithuania,1.479,1999.0,LTU,3524238.0,12250.0,2702.42815610069,34960.0,20125.0
946,Malaysia,0.473,1999.0,MYS,22661293.0,114450.0,2648.12780100412,69471.0,197840.65
952,Morocco,1.168,1999.0,MAR,28455504.0,32200.0,453.339360989705,306930.0,55044.15
953,Myanmar,0.845,1999.0,MMR,46181075.0,8710.0,68.1014896253498,106090.0,353031.47
955,Netherlands,1.574,1999.0,NLD,15812088.0,161450.0,6349.31958385256,19670.0,3580.83
957,Nicaragua,0.179,1999.0,NIC,4991041.0,3540.0,328.789124353016,50180.0,54993.2
958,Nigeria,0.798,1999.0,NGA,119260055.0,87020.0,75.7671963173252,660206.55,250563.45
959,Norway,1.271,1999.0,NOR,4461913.0,39700.0,25057.1895955838,10380.0,121149.0
961,Panama,-0.137,1999.0,PAN,2971197.0,5010.0,1219.37387524287,21570.0,44586.66
962,Paraguay,0.089,1999.0,PRY,5216346.0,4270.0,856.538274109885,200830.0,232470.71
963,Philippines,0.434,1999.0,PHL,76325927.0,71580.0,467.44273410528,112350.0,73562.15
964,Poland,1.202,1999.0,POL,38660271.0,308980.0,3171.75738369759,184350.0,90413.0
966,Russian Federation,0.417,1999.0,RUS,147214776.0,1523720.0,4998.82566135888,2167900.0,8092366.4
968,Saudi Arabia,1.524,1999.0,SAU,20194531.0,239520.0,5612.70771774794,1737850.0,9770.0
972,Slovenia,0.885,1999.0,SVN,1983045.0,14910.0,5675.61502638619,5000.0,12285.0
974,Spain,0.792,1999.0,ESP,40386875.0,278300.0,4820.67503365883,297780.0,167750.03
977,Sweden,1.367,1999.0,SWE,8857874.0,57260.0,15470.8680660845,31940.0,281530.0
978,Syrian Arab Republic,1.271,1999.0,SYR,16013992.0,43870.0,1013.0515863877,137670.0,4260.8
979,Thailand,0.391,1999.0,THA,62298569.0,163790.0,1358.34580726886,200170.0,190343.0
980,Togo,0.687,1999.0,TGO,4780455.0,1710.0,113.169143941319,36300.0,12777.836
